"name","iso","year","estimate","rounded","indicator","value"
"Southern Asia",NA,2005,"point estimate",FALSE,"mmr",287.69766374198
"Other",NA,2005,"point estimate",FALSE,"mmr",14.7686096958178
"Northern Africa",NA,2005,"point estimate",FALSE,"mmr",95.3215628395764
"Sub-Saharan Africa",NA,2005,"point estimate",FALSE,"mmr",717.016513621081
"Latin America",NA,2005,"point estimate",FALSE,"mmr",79.8661790132743
"Caucasus and Central Asia",NA,2005,"point estimate",FALSE,"mmr",45.7289525695748
"Caribbean",NA,2005,"point estimate",FALSE,"mmr",198.000313548919
"Western Asia",NA,2005,"point estimate",FALSE,"mmr",110.059098704966
"South-eastern Asia",NA,2005,"point estimate",FALSE,"mmr",166.252417513976
"Eastern Asia",NA,2005,"point estimate",FALSE,"mmr",48.1776344819379
"Oceania",NA,2005,"point estimate",FALSE,"mmr",238.968206087056
"World",NA,2005,"point estimate",TRUE,"mmr",288
"Southern Asia",NA,2005,"point estimate",TRUE,"mmr",288
"Other",NA,2005,"point estimate",TRUE,"mmr",15
"Northern Africa",NA,2005,"point estimate",TRUE,"mmr",95
"Sub-Saharan Africa",NA,2005,"point estimate",TRUE,"mmr",717
"Latin America",NA,2005,"point estimate",TRUE,"mmr",80
"Caucasus and Central Asia",NA,2005,"point estimate",TRUE,"mmr",46
"Caribbean",NA,2005,"point estimate",TRUE,"mmr",198
"Western Asia",NA,2005,"point estimate",TRUE,"mmr",110
"South-eastern Asia",NA,2005,"point estimate",TRUE,"mmr",166
"Eastern Asia",NA,2005,"point estimate",TRUE,"mmr",48
"Oceania",NA,2005,"point estimate",TRUE,"mmr",239
"World",NA,2005,"point estimate",FALSE,"matdeaths",383544.50624265
"Southern Asia",NA,2005,"point estimate",FALSE,"matdeaths",112516.168398879
"Other",NA,2005,"point estimate",FALSE,"matdeaths",2025.53933567351
"Northern Africa",NA,2005,"point estimate",FALSE,"matdeaths",3322.16140631934
"Sub-Saharan Africa",NA,2005,"point estimate",FALSE,"matdeaths",221872.062729733
"Latin America",NA,2005,"point estimate",FALSE,"matdeaths",8474.902947917
"Caucasus and Central Asia",NA,2005,"point estimate",FALSE,"matdeaths",705.91326792127
"Caribbean",NA,2005,"point estimate",FALSE,"matdeaths",1496.07452915055
"Western Asia",NA,2005,"point estimate",FALSE,"matdeaths",5130.99480290105
"South-eastern Asia",NA,2005,"point estimate",FALSE,"matdeaths",19408.3920093144
"Eastern Asia",NA,2005,"point estimate",FALSE,"matdeaths",7985.48723880493
"Oceania",NA,2005,"point estimate",FALSE,"matdeaths",606.8095760348
"World",NA,2005,"point estimate",TRUE,"matdeaths",384000
"Southern Asia",NA,2005,"point estimate",TRUE,"matdeaths",113000
"Other",NA,2005,"point estimate",TRUE,"matdeaths",2000
"Northern Africa",NA,2005,"point estimate",TRUE,"matdeaths",3300
"Sub-Saharan Africa",NA,2005,"point estimate",TRUE,"matdeaths",222000
"Latin America",NA,2005,"point estimate",TRUE,"matdeaths",8500
"Caucasus and Central Asia",NA,2005,"point estimate",TRUE,"matdeaths",710
"Caribbean",NA,2005,"point estimate",TRUE,"matdeaths",1500
"Western Asia",NA,2005,"point estimate",TRUE,"matdeaths",5100
"South-eastern Asia",NA,2005,"point estimate",TRUE,"matdeaths",19000
"Eastern Asia",NA,2005,"point estimate",TRUE,"matdeaths",8000
"Oceania",NA,2005,"point estimate",TRUE,"matdeaths",610
"World",NA,2005,"point estimate",FALSE,"ltr_1per",129.546693319493
"Southern Asia",NA,2005,"point estimate",FALSE,"ltr_1per",105.864267983143
"Other",NA,2005,"point estimate",FALSE,"ltr_1per",4288.38897921307
"Northern Africa",NA,2005,"point estimate",FALSE,"ltr_1per",366.977707848096
"Sub-Saharan Africa",NA,2005,"point estimate",FALSE,"ltr_1per",25.8654848385844
"Latin America",NA,2005,"point estimate",FALSE,"ltr_1per",483.795101420895
"Caucasus and Central Asia",NA,2005,"point estimate",FALSE,"ltr_1per",861.550276449342
"Caribbean",NA,2005,"point estimate",FALSE,"ltr_1per",199.004031003266
"Western Asia",NA,2005,"point estimate",FALSE,"ltr_1per",259.075277680616
"South-eastern Asia",NA,2005,"point estimate",FALSE,"ltr_1per",232.561206528219
"Eastern Asia",NA,2005,"point estimate",FALSE,"ltr_1per",1420.71594507071
"Oceania",NA,2005,"point estimate",FALSE,"ltr_1per",98.264209007933
"World",NA,2005,"point estimate",TRUE,"ltr_1per",130
"Southern Asia",NA,2005,"point estimate",TRUE,"ltr_1per",110
"Other",NA,2005,"point estimate",TRUE,"ltr_1per",4300
"Northern Africa",NA,2005,"point estimate",TRUE,"ltr_1per",370
"Sub-Saharan Africa",NA,2005,"point estimate",TRUE,"ltr_1per",26
"Latin America",NA,2005,"point estimate",TRUE,"ltr_1per",480
"Caucasus and Central Asia",NA,2005,"point estimate",TRUE,"ltr_1per",860
"Caribbean",NA,2005,"point estimate",TRUE,"ltr_1per",200
"Western Asia",NA,2005,"point estimate",TRUE,"ltr_1per",260
"South-eastern Asia",NA,2005,"point estimate",TRUE,"ltr_1per",230
"Eastern Asia",NA,2005,"point estimate",TRUE,"ltr_1per",1400
"Oceania",NA,2005,"point estimate",TRUE,"ltr_1per",98
"World",NA,2006,"point estimate",FALSE,"mmr",276.615836119367
"Southern Asia",NA,2006,"point estimate",FALSE,"mmr",272.569139187468
"Other",NA,2006,"point estimate",FALSE,"mmr",13.9598896629996
"Northern Africa",NA,2006,"point estimate",FALSE,"mmr",93.0381168715035
"Sub-Saharan Africa",NA,2006,"point estimate",FALSE,"mmr",689.188952636678
"Latin America",NA,2006,"point estimate",FALSE,"mmr",78.259712095114
"Caucasus and Central Asia",NA,2006,"point estimate",FALSE,"mmr",43.8241873437996
"Caribbean",NA,2006,"point estimate",FALSE,"mmr",209.209391038702
"Western Asia",NA,2006,"point estimate",FALSE,"mmr",106.569661188792
"South-eastern Asia",NA,2006,"point estimate",FALSE,"mmr",158.848096365017
"Eastern Asia",NA,2006,"point estimate",FALSE,"mmr",45.766139100489
"Oceania",NA,2006,"point estimate",FALSE,"mmr",228.324674648429
"World",NA,2006,"point estimate",TRUE,"mmr",277
"Southern Asia",NA,2006,"point estimate",TRUE,"mmr",273
"Other",NA,2006,"point estimate",TRUE,"mmr",14
"Northern Africa",NA,2006,"point estimate",TRUE,"mmr",93
"Sub-Saharan Africa",NA,2006,"point estimate",TRUE,"mmr",689
"Latin America",NA,2006,"point estimate",TRUE,"mmr",78
"Caucasus and Central Asia",NA,2006,"point estimate",TRUE,"mmr",44
"Caribbean",NA,2006,"point estimate",TRUE,"mmr",209
"Western Asia",NA,2006,"point estimate",TRUE,"mmr",107
"South-eastern Asia",NA,2006,"point estimate",TRUE,"mmr",159
"Eastern Asia",NA,2006,"point estimate",TRUE,"mmr",46
"Oceania",NA,2006,"point estimate",TRUE,"mmr",228
"World",NA,2006,"point estimate",FALSE,"matdeaths",371411.419279467
"Southern Asia",NA,2006,"point estimate",FALSE,"matdeaths",106389.439896952
"Other",NA,2006,"point estimate",FALSE,"matdeaths",1932.43192833039
"Northern Africa",NA,2006,"point estimate",FALSE,"matdeaths",3339.10452079619
"Sub-Saharan Africa",NA,2006,"point estimate",FALSE,"matdeaths",217379.527280027
"Latin America",NA,2006,"point estimate",FALSE,"matdeaths",8223.53680773155
"Caucasus and Central Asia",NA,2006,"point estimate",FALSE,"matdeaths",699.875339573593
"Caribbean",NA,2006,"point estimate",FALSE,"matdeaths",1575.15842606949
"Western Asia",NA,2006,"point estimate",FALSE,"matdeaths",5034.73444533883
"South-eastern Asia",NA,2006,"point estimate",FALSE,"matdeaths",18603.1199242816
"Eastern Asia",NA,2006,"point estimate",FALSE,"matdeaths",7649.79916677336
"Oceania",NA,2006,"point estimate",FALSE,"matdeaths",584.69154359295
"World",NA,2006,"point estimate",TRUE,"matdeaths",371000
"Southern Asia",NA,2006,"point estimate",TRUE,"matdeaths",106000
"Other",NA,2006,"point estimate",TRUE,"matdeaths",1900
"Northern Africa",NA,2006,"point estimate",TRUE,"matdeaths",3300
"Sub-Saharan Africa",NA,2006,"point estimate",TRUE,"matdeaths",217000
"Latin America",NA,2006,"point estimate",TRUE,"matdeaths",8200
"Caucasus and Central Asia",NA,2006,"point estimate",TRUE,"matdeaths",700
"Caribbean",NA,2006,"point estimate",TRUE,"matdeaths",1600
"Western Asia",NA,2006,"point estimate",TRUE,"matdeaths",5000
"South-eastern Asia",NA,2006,"point estimate",TRUE,"matdeaths",19000
"Eastern Asia",NA,2006,"point estimate",TRUE,"matdeaths",7600
"Oceania",NA,2006,"point estimate",TRUE,"matdeaths",580
"World",NA,2006,"point estimate",FALSE,"ltr_1per",135.362892118695
"Southern Asia",NA,2006,"point estimate",FALSE,"ltr_1per",113.977438545809
"Other",NA,2006,"point estimate",FALSE,"ltr_1per",4483.40405014788
"Northern Africa",NA,2006,"point estimate",FALSE,"ltr_1per",372.121724103401
"Sub-Saharan Africa",NA,2006,"point estimate",FALSE,"ltr_1per",26.9815185190262
"Latin America",NA,2006,"point estimate",FALSE,"ltr_1per",505.518590506418
"Caucasus and Central Asia",NA,2006,"point estimate",FALSE,"ltr_1per",881.591422572648
"Caribbean",NA,2006,"point estimate",FALSE,"ltr_1per",191.078881414015
"Western Asia",NA,2006,"point estimate",FALSE,"ltr_1per",271.842869163397
"South-eastern Asia",NA,2006,"point estimate",FALSE,"ltr_1per",245.852160375072
"Eastern Asia",NA,2006,"point estimate",FALSE,"ltr_1per",1492.09989093392
"Oceania",NA,2006,"point estimate",FALSE,"ltr_1per",104.045409466352
"World",NA,2006,"point estimate",TRUE,"ltr_1per",140
"Southern Asia",NA,2006,"point estimate",TRUE,"ltr_1per",110
"Other",NA,2006,"point estimate",TRUE,"ltr_1per",4500
"Northern Africa",NA,2006,"point estimate",TRUE,"ltr_1per",370
"Sub-Saharan Africa",NA,2006,"point estimate",TRUE,"ltr_1per",27
"Latin America",NA,2006,"point estimate",TRUE,"ltr_1per",510
"Caucasus and Central Asia",NA,2006,"point estimate",TRUE,"ltr_1per",880
"Caribbean",NA,2006,"point estimate",TRUE,"ltr_1per",190
"Western Asia",NA,2006,"point estimate",TRUE,"ltr_1per",270
"South-eastern Asia",NA,2006,"point estimate",TRUE,"ltr_1per",250
"Eastern Asia",NA,2006,"point estimate",TRUE,"ltr_1per",1500
"Oceania",NA,2006,"point estimate",TRUE,"ltr_1per",100
"World",NA,2007,"point estimate",FALSE,"mmr",268.239711918971
"Southern Asia",NA,2007,"point estimate",FALSE,"mmr",257.311793861357
"Other",NA,2007,"point estimate",FALSE,"mmr",13.6974865770838
"Northern Africa",NA,2007,"point estimate",FALSE,"mmr",90.8846867562074
"Sub-Saharan Africa",NA,2007,"point estimate",FALSE,"mmr",673.114154389759
"Latin America",NA,2007,"point estimate",FALSE,"mmr",77.0345491046731
"Caucasus and Central Asia",NA,2007,"point estimate",FALSE,"mmr",42.3875114923465
"Caribbean",NA,2007,"point estimate",FALSE,"mmr",198.436072484787
"Western Asia",NA,2007,"point estimate",FALSE,"mmr",102.936940001974
"South-eastern Asia",NA,2007,"point estimate",FALSE,"mmr",152.338818509648
"Eastern Asia",NA,2007,"point estimate",FALSE,"mmr",43.398128162623
"Oceania",NA,2007,"point estimate",FALSE,"mmr",223.918128513568
"World",NA,2007,"point estimate",TRUE,"mmr",268
"Southern Asia",NA,2007,"point estimate",TRUE,"mmr",257
"Other",NA,2007,"point estimate",TRUE,"mmr",14
"Northern Africa",NA,2007,"point estimate",TRUE,"mmr",91
"Sub-Saharan Africa",NA,2007,"point estimate",TRUE,"mmr",673
"Latin America",NA,2007,"point estimate",TRUE,"mmr",77
"Caucasus and Central Asia",NA,2007,"point estimate",TRUE,"mmr",42
"Caribbean",NA,2007,"point estimate",TRUE,"mmr",198
"Western Asia",NA,2007,"point estimate",TRUE,"mmr",103
"South-eastern Asia",NA,2007,"point estimate",TRUE,"mmr",152
"Eastern Asia",NA,2007,"point estimate",TRUE,"mmr",43
"Oceania",NA,2007,"point estimate",TRUE,"mmr",224
"World",NA,2007,"point estimate",FALSE,"matdeaths",362724.752379403
"Southern Asia",NA,2007,"point estimate",FALSE,"matdeaths",100145.660111712
"Other",NA,2007,"point estimate",FALSE,"matdeaths",1910.16970404525
"Northern Africa",NA,2007,"point estimate",FALSE,"matdeaths",3375.55633043411
"Sub-Saharan Africa",NA,2007,"point estimate",FALSE,"matdeaths",216344.65107803
"Latin America",NA,2007,"point estimate",FALSE,"matdeaths",8023.62359241968
"Caucasus and Central Asia",NA,2007,"point estimate",FALSE,"matdeaths",700.825365886814
"Caribbean",NA,2007,"point estimate",FALSE,"matdeaths",1488.68329066667
"Western Asia",NA,2007,"point estimate",FALSE,"matdeaths",4932.30891785477
"South-eastern Asia",NA,2007,"point estimate",FALSE,"matdeaths",17896.9030268382
"Eastern Asia",NA,2007,"point estimate",FALSE,"matdeaths",7328.581579424
"Oceania",NA,2007,"point estimate",FALSE,"matdeaths",577.78938209127
"World",NA,2007,"point estimate",TRUE,"matdeaths",363000
"Southern Asia",NA,2007,"point estimate",TRUE,"matdeaths",1e+05
"Other",NA,2007,"point estimate",TRUE,"matdeaths",1900
"Northern Africa",NA,2007,"point estimate",TRUE,"matdeaths",3400
"Sub-Saharan Africa",NA,2007,"point estimate",TRUE,"matdeaths",216000
"Latin America",NA,2007,"point estimate",TRUE,"matdeaths",8000
"Caucasus and Central Asia",NA,2007,"point estimate",TRUE,"matdeaths",700
"Caribbean",NA,2007,"point estimate",TRUE,"matdeaths",1500
"Western Asia",NA,2007,"point estimate",TRUE,"matdeaths",4900
"South-eastern Asia",NA,2007,"point estimate",TRUE,"matdeaths",18000
"Eastern Asia",NA,2007,"point estimate",TRUE,"matdeaths",7300
"Oceania",NA,2007,"point estimate",TRUE,"matdeaths",580
"World",NA,2007,"point estimate",FALSE,"ltr_1per",140.203834525203
"Southern Asia",NA,2007,"point estimate",FALSE,"ltr_1per",123.234570846864
"Other",NA,2007,"point estimate",FALSE,"ltr_1per",4523.22649894256
"Northern Africa",NA,2007,"point estimate",FALSE,"ltr_1per",374.678372988134
"Sub-Saharan Africa",NA,2007,"point estimate",FALSE,"ltr_1per",27.7048051694695
"Latin America",NA,2007,"point estimate",FALSE,"ltr_1per",525.220371537559
"Caucasus and Central Asia",NA,2007,"point estimate",FALSE,"ltr_1per",892.127243944551
"Caribbean",NA,2007,"point estimate",FALSE,"ltr_1per",203.318269917045
"Western Asia",NA,2007,"point estimate",FALSE,"ltr_1per",285.525753726388
"South-eastern Asia",NA,2007,"point estimate",FALSE,"ltr_1per",258.636658148579
"Eastern Asia",NA,2007,"point estimate",FALSE,"ltr_1per",1566.52786537868
"Oceania",NA,2007,"point estimate",FALSE,"ltr_1per",107.448735424178
"World",NA,2007,"point estimate",TRUE,"ltr_1per",140
"Southern Asia",NA,2007,"point estimate",TRUE,"ltr_1per",120
"Other",NA,2007,"point estimate",TRUE,"ltr_1per",4500
"Northern Africa",NA,2007,"point estimate",TRUE,"ltr_1per",370
"Sub-Saharan Africa",NA,2007,"point estimate",TRUE,"ltr_1per",28
"Latin America",NA,2007,"point estimate",TRUE,"ltr_1per",530
"Caucasus and Central Asia",NA,2007,"point estimate",TRUE,"ltr_1per",890
"Caribbean",NA,2007,"point estimate",TRUE,"ltr_1per",200
"Western Asia",NA,2007,"point estimate",TRUE,"ltr_1per",290
"South-eastern Asia",NA,2007,"point estimate",TRUE,"ltr_1per",260
"Eastern Asia",NA,2007,"point estimate",TRUE,"ltr_1per",1600
"Oceania",NA,2007,"point estimate",TRUE,"ltr_1per",110
"World",NA,2008,"point estimate",FALSE,"mmr",257.777355713258
"Southern Asia",NA,2008,"point estimate",FALSE,"mmr",244.060752269959
"Other",NA,2008,"point estimate",FALSE,"mmr",13.6254476971716
"Northern Africa",NA,2008,"point estimate",FALSE,"mmr",88.3952087762335
"Sub-Saharan Africa",NA,2008,"point estimate",FALSE,"mmr",645.630926961178
"Latin America",NA,2008,"point estimate",FALSE,"mmr",76.1346025155712
"Caucasus and Central Asia",NA,2008,"point estimate",FALSE,"mmr",40.6492494233931
"Caribbean",NA,2008,"point estimate",FALSE,"mmr",194.156354113843
"Western Asia",NA,2008,"point estimate",FALSE,"mmr",99.5201232591073
"South-eastern Asia",NA,2008,"point estimate",FALSE,"mmr",146.521091934905
"Eastern Asia",NA,2008,"point estimate",FALSE,"mmr",40.8086839145057
"Oceania",NA,2008,"point estimate",FALSE,"mmr",222.499012467298
"World",NA,2008,"point estimate",TRUE,"mmr",258
"Southern Asia",NA,2008,"point estimate",TRUE,"mmr",244
"Other",NA,2008,"point estimate",TRUE,"mmr",14
"Northern Africa",NA,2008,"point estimate",TRUE,"mmr",88
"Sub-Saharan Africa",NA,2008,"point estimate",TRUE,"mmr",646
"Latin America",NA,2008,"point estimate",TRUE,"mmr",76
"Caucasus and Central Asia",NA,2008,"point estimate",TRUE,"mmr",41
"Caribbean",NA,2008,"point estimate",TRUE,"mmr",194
"Western Asia",NA,2008,"point estimate",TRUE,"mmr",100
"South-eastern Asia",NA,2008,"point estimate",TRUE,"mmr",147
"Eastern Asia",NA,2008,"point estimate",TRUE,"mmr",41
"Oceania",NA,2008,"point estimate",TRUE,"mmr",222
"World",NA,2008,"point estimate",FALSE,"matdeaths",351010.996659772
"Southern Asia",NA,2008,"point estimate",FALSE,"matdeaths",94627.7693631559
"Other",NA,2008,"point estimate",FALSE,"matdeaths",1909.54286391786
"Northern Africa",NA,2008,"point estimate",FALSE,"matdeaths",3408.39196131093
"Sub-Saharan Africa",NA,2008,"point estimate",FALSE,"matdeaths",211394.227765441
"Latin America",NA,2008,"point estimate",FALSE,"matdeaths",7871.91362537071
"Caucasus and Central Asia",NA,2008,"point estimate",FALSE,"matdeaths",694.509905575923
"Caribbean",NA,2008,"point estimate",FALSE,"matdeaths",1451.00227214377
"Western Asia",NA,2008,"point estimate",FALSE,"matdeaths",4836.76755850355
"South-eastern Asia",NA,2008,"point estimate",FALSE,"matdeaths",17267.44914567
"Eastern Asia",NA,2008,"point estimate",FALSE,"matdeaths",6971.44541395641
"Oceania",NA,2008,"point estimate",FALSE,"matdeaths",577.976784725802
"World",NA,2008,"point estimate",TRUE,"matdeaths",351000
"Southern Asia",NA,2008,"point estimate",TRUE,"matdeaths",95000
"Other",NA,2008,"point estimate",TRUE,"matdeaths",1900
"Northern Africa",NA,2008,"point estimate",TRUE,"matdeaths",3400
"Sub-Saharan Africa",NA,2008,"point estimate",TRUE,"matdeaths",211000
"Latin America",NA,2008,"point estimate",TRUE,"matdeaths",7900
"Caucasus and Central Asia",NA,2008,"point estimate",TRUE,"matdeaths",690
"Caribbean",NA,2008,"point estimate",TRUE,"matdeaths",1500
"Western Asia",NA,2008,"point estimate",TRUE,"matdeaths",4800
"South-eastern Asia",NA,2008,"point estimate",TRUE,"matdeaths",17000
"Eastern Asia",NA,2008,"point estimate",TRUE,"matdeaths",7000
"Oceania",NA,2008,"point estimate",TRUE,"matdeaths",580
"World",NA,2008,"point estimate",FALSE,"ltr_1per",146.514005366685
"Southern Asia",NA,2008,"point estimate",FALSE,"ltr_1per",132.637215731896
"Other",NA,2008,"point estimate",FALSE,"ltr_1per",4509.51782230157
"Northern Africa",NA,2008,"point estimate",FALSE,"ltr_1per",377.178822209924
"Sub-Saharan Africa",NA,2008,"point estimate",FALSE,"ltr_1per",28.9760628080709
"Latin America",NA,2008,"point estimate",FALSE,"ltr_1per",542.476013915207
"Caucasus and Central Asia",NA,2008,"point estimate",FALSE,"ltr_1per",911.031811320788
"Caribbean",NA,2008,"point estimate",FALSE,"ltr_1per",209.995128545387
"Western Asia",NA,2008,"point estimate",FALSE,"ltr_1per",298.979382055394
"South-eastern Asia",NA,2008,"point estimate",FALSE,"ltr_1per",271.914701087492
"Eastern Asia",NA,2008,"point estimate",FALSE,"ltr_1per",1655.13506125789
"Oceania",NA,2008,"point estimate",FALSE,"ltr_1per",109.642424979547
"World",NA,2008,"point estimate",TRUE,"ltr_1per",150
"Southern Asia",NA,2008,"point estimate",TRUE,"ltr_1per",130
"Other",NA,2008,"point estimate",TRUE,"ltr_1per",4500
"Northern Africa",NA,2008,"point estimate",TRUE,"ltr_1per",380
"Sub-Saharan Africa",NA,2008,"point estimate",TRUE,"ltr_1per",29
"Latin America",NA,2008,"point estimate",TRUE,"ltr_1per",540
"Caucasus and Central Asia",NA,2008,"point estimate",TRUE,"ltr_1per",910
"Caribbean",NA,2008,"point estimate",TRUE,"ltr_1per",210
"Western Asia",NA,2008,"point estimate",TRUE,"ltr_1per",300
"South-eastern Asia",NA,2008,"point estimate",TRUE,"ltr_1per",270
"Eastern Asia",NA,2008,"point estimate",TRUE,"ltr_1per",1700
"Oceania",NA,2008,"point estimate",TRUE,"ltr_1per",110
"World",NA,2009,"point estimate",FALSE,"mmr",253.558924356776
"Southern Asia",NA,2009,"point estimate",FALSE,"mmr",232.00195053468
"Other",NA,2009,"point estimate",FALSE,"mmr",13.3962362226582
"Northern Africa",NA,2009,"point estimate",FALSE,"mmr",85.5104691930849
"Sub-Saharan Africa",NA,2009,"point estimate",FALSE,"mmr",641.618087993133
"Latin America",NA,2009,"point estimate",FALSE,"mmr",76.6188823603628
"Caucasus and Central Asia",NA,2009,"point estimate",FALSE,"mmr",38.8608859725422
"Caribbean",NA,2009,"point estimate",FALSE,"mmr",194.988912624057
"Western Asia",NA,2009,"point estimate",FALSE,"mmr",97.8119866922566
"South-eastern Asia",NA,2009,"point estimate",FALSE,"mmr",141.569085852098
"Eastern Asia",NA,2009,"point estimate",FALSE,"mmr",38.3625764966092
"Oceania",NA,2009,"point estimate",FALSE,"mmr",214.854253680106
"World",NA,2009,"point estimate",TRUE,"mmr",254
"Southern Asia",NA,2009,"point estimate",TRUE,"mmr",232
"Other",NA,2009,"point estimate",TRUE,"mmr",13
"Northern Africa",NA,2009,"point estimate",TRUE,"mmr",86
"Sub-Saharan Africa",NA,2009,"point estimate",TRUE,"mmr",642
"Latin America",NA,2009,"point estimate",TRUE,"mmr",77
"Caucasus and Central Asia",NA,2009,"point estimate",TRUE,"mmr",39
"Caribbean",NA,2009,"point estimate",TRUE,"mmr",195
"Western Asia",NA,2009,"point estimate",TRUE,"mmr",98
"South-eastern Asia",NA,2009,"point estimate",TRUE,"mmr",142
"Eastern Asia",NA,2009,"point estimate",TRUE,"mmr",38
"Oceania",NA,2009,"point estimate",TRUE,"mmr",215
"World",NA,2009,"point estimate",FALSE,"matdeaths",347544.206131662
"Southern Asia",NA,2009,"point estimate",FALSE,"matdeaths",89539.749197059
"Other",NA,2009,"point estimate",FALSE,"matdeaths",1881.66132853284
"Northern Africa",NA,2009,"point estimate",FALSE,"matdeaths",3425.84782741246
"Sub-Saharan Africa",NA,2009,"point estimate",FALSE,"matdeaths",213941.141676611
"Latin America",NA,2009,"point estimate",FALSE,"matdeaths",7877.54893659364
"Caucasus and Central Asia",NA,2009,"point estimate",FALSE,"matdeaths",683.523346153325
"Caribbean",NA,2009,"point estimate",FALSE,"matdeaths",1451.12308686124
"Western Asia",NA,2009,"point estimate",FALSE,"matdeaths",4819.39807702007
"South-eastern Asia",NA,2009,"point estimate",FALSE,"matdeaths",16732.5740624771
"Eastern Asia",NA,2009,"point estimate",FALSE,"matdeaths",6630.2244280745
"Oceania",NA,2009,"point estimate",FALSE,"matdeaths",561.414164866116
"World",NA,2009,"point estimate",TRUE,"matdeaths",348000
"Southern Asia",NA,2009,"point estimate",TRUE,"matdeaths",90000
"Other",NA,2009,"point estimate",TRUE,"matdeaths",1900
"Northern Africa",NA,2009,"point estimate",TRUE,"matdeaths",3400
"Sub-Saharan Africa",NA,2009,"point estimate",TRUE,"matdeaths",214000
"Latin America",NA,2009,"point estimate",TRUE,"matdeaths",7900
"Caucasus and Central Asia",NA,2009,"point estimate",TRUE,"matdeaths",680
"Caribbean",NA,2009,"point estimate",TRUE,"matdeaths",1500
"Western Asia",NA,2009,"point estimate",TRUE,"matdeaths",4800
"South-eastern Asia",NA,2009,"point estimate",TRUE,"matdeaths",17000
"Eastern Asia",NA,2009,"point estimate",TRUE,"matdeaths",6600
"Oceania",NA,2009,"point estimate",TRUE,"matdeaths",560
"World",NA,2009,"point estimate",FALSE,"ltr_1per",149.375133831651
"Southern Asia",NA,2009,"point estimate",FALSE,"ltr_1per",142.471079555366
"Other",NA,2009,"point estimate",FALSE,"ltr_1per",4557.74484195262
"Northern Africa",NA,2009,"point estimate",FALSE,"ltr_1per",380.853656043404
"Sub-Saharan Africa",NA,2009,"point estimate",FALSE,"ltr_1per",29.3020942287921
"Latin America",NA,2009,"point estimate",FALSE,"ltr_1per",549.116603444612
"Caucasus and Central Asia",NA,2009,"point estimate",FALSE,"ltr_1per",935.255350959262
"Caribbean",NA,2009,"point estimate",FALSE,"ltr_1per",211.297105847836
"Western Asia",NA,2009,"point estimate",FALSE,"ltr_1per",308.17968834347
"South-eastern Asia",NA,2009,"point estimate",FALSE,"ltr_1per",282.570543391094
"Eastern Asia",NA,2009,"point estimate",FALSE,"ltr_1per",1741.81319316161
"Oceania",NA,2009,"point estimate",FALSE,"ltr_1per",115.351594580211
"World",NA,2009,"point estimate",TRUE,"ltr_1per",150
"Southern Asia",NA,2009,"point estimate",TRUE,"ltr_1per",140
"Other",NA,2009,"point estimate",TRUE,"ltr_1per",4600
"Northern Africa",NA,2009,"point estimate",TRUE,"ltr_1per",380
"Sub-Saharan Africa",NA,2009,"point estimate",TRUE,"ltr_1per",29
"Latin America",NA,2009,"point estimate",TRUE,"ltr_1per",550
"Caucasus and Central Asia",NA,2009,"point estimate",TRUE,"ltr_1per",940
"Caribbean",NA,2009,"point estimate",TRUE,"ltr_1per",210
"Western Asia",NA,2009,"point estimate",TRUE,"ltr_1per",310
"South-eastern Asia",NA,2009,"point estimate",TRUE,"ltr_1per",280
"Eastern Asia",NA,2009,"point estimate",TRUE,"ltr_1per",1700
"Oceania",NA,2009,"point estimate",TRUE,"ltr_1per",120
"World",NA,2010,"point estimate",FALSE,"mmr",246.102553348638
"Southern Asia",NA,2010,"point estimate",FALSE,"mmr",220.939872387829
"Other",NA,2010,"point estimate",FALSE,"mmr",12.9831412047808
"Northern Africa",NA,2010,"point estimate",FALSE,"mmr",82.043466274334
"Sub-Saharan Africa",NA,2010,"point estimate",FALSE,"mmr",624.408146309484
"Latin America",NA,2010,"point estimate",FALSE,"mmr",73.6045591447476
"Caucasus and Central Asia",NA,2010,"point estimate",FALSE,"mmr",37.3104073342364
"Caribbean",NA,2010,"point estimate",FALSE,"mmr",179.680341130782
"Western Asia",NA,2010,"point estimate",FALSE,"mmr",96.4721689897162
"South-eastern Asia",NA,2010,"point estimate",FALSE,"mmr",136.277718802967
"Eastern Asia",NA,2010,"point estimate",FALSE,"mmr",35.9543849124467
"Oceania",NA,2010,"point estimate",FALSE,"mmr",206.395907967519
"World",NA,2010,"point estimate",TRUE,"mmr",246
"Southern Asia",NA,2010,"point estimate",TRUE,"mmr",221
"Other",NA,2010,"point estimate",TRUE,"mmr",13
"Northern Africa",NA,2010,"point estimate",TRUE,"mmr",82
"Sub-Saharan Africa",NA,2010,"point estimate",TRUE,"mmr",624
"Latin America",NA,2010,"point estimate",TRUE,"mmr",74
"Caucasus and Central Asia",NA,2010,"point estimate",TRUE,"mmr",37
"Caribbean",NA,2010,"point estimate",TRUE,"mmr",180
"Western Asia",NA,2010,"point estimate",TRUE,"mmr",96
"South-eastern Asia",NA,2010,"point estimate",TRUE,"mmr",136
"Eastern Asia",NA,2010,"point estimate",TRUE,"mmr",36
"Oceania",NA,2010,"point estimate",TRUE,"mmr",206
"World",NA,2010,"point estimate",FALSE,"matdeaths",339337.317009437
"Southern Asia",NA,2010,"point estimate",FALSE,"matdeaths",84844.0240397283
